gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_tenure_month,estimated_tenure_value,tenure_bucket,active_service_count,electronic_payment,actual_churn,predicted_churn,probability,error_type,borderline_probability
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,39.892857142857146,241.5,7-12,2,1,1,1,0.5187690699150422,correct,True
Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,107.55,1225.4,7-12,5,1,0,1,0.8692368224190251,false_positive,False
Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,64.13365384615385,3322.7999999999997,49-72,6,0,0,0,0.07044275961113139,correct,False
Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,67.48673469387755,3302.6000000000004,49-72,4,0,0,0,0.024439312900698833,correct,False
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,14.694736842105263,357.2,13-24,0,0,0,0,0.09371928944156001,correct,False
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,85.575,161.9,0-6,1,1,1,1,0.9181883076056659,correct,False
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,97.85384615384615,4973.8,49-72,3,0,0,1,0.5561144499922047,false_positive,True
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,85.5695652173913,1937.75,13-24,2,1,0,1,0.6692629680121781,false_positive,False
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,71.60625,557.6,7-12,0,1,0,1,0.8165319612998074,false_positive,False
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,104.10923076923078,6753.5,49-72,4,0,0,0,0.393983032918371,correct,False
Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,54.325,110.6,0-6,1,1,0,1,0.7887635727838062,false_positive,False
Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,22.850806451612904,1466.3,49-72,0,0,0,0,0.025847749963264763,correct,False
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,81.48333333333333,269.54999999999995,0-6,3,0,0,1,0.8529353354496819,false_positive,False
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,92.24795918367346,4588.85,49-72,3,1,0,1,0.508695576025988,false_positive,True
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,66.32,1035.0,13-24,0,0,1,1,0.5143480183739766,correct,True
Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,21.097560975609756,830.25,25-48,0,0,0,0,0.060868130835712686,correct,False
Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,105.7358695652174,4804.7,25-48,4,1,0,1,0.7673222000381943,false_positive,False
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,25.786607142857143,1453.2,49-72,0,0,0,0,0.03936295734919739,correct,False
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,92.61041666666667,4579.200000000001,25-48,3,1,0,1,0.5486796343690181,false_positive,True
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,64.6,141.4,0-6,0,0,0,1,0.8024723715192632,false_positive,False
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,23.322916666666668,1710.0,49-72,0,0,0,0,0.01659573103107316,correct,False
Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,79.94444444444444,3546.0,25-48,5,0,0,0,0.12919032792641663,correct,False
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,61.58783783783784,2323.6,25-48,3,0,0,0,0.05384026814116696,correct,False
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,90.17377049180328,5441.2,49-72,2,0,0,1,0.5158724686770162,false_positive,True
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,18.216666666666665,1236.0,49-72,0,0,0,0,0.01855899253430486,correct,False
Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,57.55,100.3,0-6,1,0,1,1,0.6250593007479245,correct,False
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,74.72777777777779,4759.65,49-72,5,0,0,0,0.020958724824551432,correct,False
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,90.025,338.4,0-6,1,1,1,1,0.9449315661149338,correct,False
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,105.31048387096774,6324.0,49-72,4,1,1,0,0.24042290590714033,false_negative,False
Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,92.83548387096775,5707.099999999999,49-72,3,1,0,0,0.2977188338530515,correct,False
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,97.73260869565217,6737.85,49-72,4,0,0,0,0.14426431495780692,correct,False
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,110.975,422.6,0-6,5,1,1,1,0.8142372789917912,correct,False
Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,56.7469387755102,2758.7,49-72,4,0,0,0,0.2734133554563995,correct,False
Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,80.90588235294118,4138.650000000001,49-72,5,0,0,0,0.1391648011577233,correct,False
Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,44.482692307692304,1160.8999999999999,25-48,3,0,0,0,0.42839433442788943,correct,True
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,45.077777777777776,393.75,7-12,0,1,0,1,0.596093494191518,false_positive,True
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,95.94649122807017,5397.900000000001,49-72,3,1,0,0,0.3414118498791873,correct,False
Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,21.762162162162163,721.5,25-48,0,0,0,0,0.11900432633877783,correct,False
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,100.71000000000001,2910.0,25-48,3,0,0,0,0.4865837366600017,correct,True
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,106.79785714285715,7553.0,49-72,5,1,0,0,0.42852632276963276,correct,True
Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,90.97727272727273,1966.8000000000002,13-24,3,1,1,1,0.6895226021573893,correct,False
Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,48.22692307692307,1909.0500000000002,25-48,4,0,1,0,0.2925448486634571,false_negative,False
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,80.5,2659.7999999999997,25-48,1,0,1,1,0.6256604201576401,correct,False
Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,117.49166666666666,6996.0,49-72,6,0,0,0,0.3076095874492559,correct,False
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,19.45,19.45,0-6,0,1,0,0,0.4635030689643301,correct,True
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,61.7125,700.2,7-12,2,0,0,1,0.5210877466333808,false_positive,True
Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,20.17156862745098,1017.4499999999999,49-72,0,0,0,0,0.01960197460573911,correct,False
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,81.39318181818182,1763.3000000000002,13-24,1,1,0,1,0.7208419387979283,false_positive,False
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,18.8,18.8,0-6,0,0,0,0,0.2309713577645144,correct,False
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,98.3474358974359,3900.0,25-48,3,1,0,1,0.5274857009332313,false_positive,True
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,90.55,374.0,0-6,3,1,1,1,0.9076553472637803,correct,False
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,82.09102564102565,3137.55,25-48,2,1,1,0,0.18066625532461578,false_negative,False
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,83.85,5858.1,49-72,2,0,0,0,0.4037885085491087,correct,True
Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,72.7125,515.2,7-12,3,0,0,1,0.5719679626180988,false_positive,True
Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,23.958823529411767,1703.4,49-72,0,0,0,0,0.022815352053049395,correct,False
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,77.425,141.5,0-6,0,1,1,1,0.867709973456979,correct,False
Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,40.47083333333333,938.4000000000001,13-24,2,0,1,0,0.44362684213769293,false_negative,True
Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,52.46785714285714,2110.5,25-48,0,1,1,0,0.4399489614631268,false_negative,True
Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,79.5457627118644,4725.9,49-72,4,1,0,0,0.2796334869274748,correct,False
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,80.0,80.0,0-6,1,1,1,1,0.8751798475689005,correct,False
Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,35.22282608695652,1612.3,25-48,2,0,0,0,0.16177306185133608,correct,False
Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,29.625,118.6,0-6,1,1,1,1,0.8363872063988274,correct,False
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,22.8,224.95,7-12,0,1,0,0,0.3354525993155019,correct,False
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,67.08813559322033,3917.6000000000004,49-72,4,0,0,0,0.09553265018801349,correct,False
Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,62.20754716981132,3211.8,49-72,2,0,0,0,0.1283920322534422,correct,False
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,46.800000000000004,162.60000000000002,0-6,1,1,0,1,0.8144069486086267,false_positive,False
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,25.572222222222223,1818.0,49-72,0,0,0,0,0.02778582545176556,correct,False
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,20.62222222222222,170.54999999999998,7-12,0,0,1,0,0.31024195677886607,false_negative,False
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,19.568749999999998,499.20000000000005,13-24,0,0,0,0,0.09463194916745456,correct,False
Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,85.81,3874.4999999999995,25-48,2,1,0,1,0.6796290503988552,false_positive,False
Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,42.26020408163265,1991.85,49-72,2,0,0,0,0.30221647546933733,correct,False
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,23.24426229508197,1488.3999999999999,49-72,0,0,0,0,0.026351791143911698,correct,False
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,72.0,140.6,0-6,0,1,0,1,0.8926473432306388,false_positive,False
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,85.17999999999999,427.0,0-6,2,0,1,1,0.8422934156517189,correct,False
Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,36.2,85.2,0-6,3,1,1,1,0.8186743162761714,correct,False
Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,81.152,2043.75,25-48,5,0,0,0,0.25607625104414977,correct,False
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,106.85416666666667,6369.0,49-72,4,1,0,1,0.7216333427300057,false_positive,False
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,111.49803921568626,5612.55,49-72,5,0,0,0,0.2506922096574338,correct,False
Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,56.775,113.4,0-6,1,0,1,1,0.561868117234549,correct,True
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,102.95725806451614,6432.5,49-72,4,1,1,1,0.6021762379827612,correct,False
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,83.73942307692307,4232.8,49-72,5,0,0,0,0.1433193068725567,correct,False
Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,73.86764705882354,5229.200000000001,49-72,4,0,0,0,0.1270490802361162,correct,False
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,82.81590909090909,1851.3000000000002,13-24,1,0,0,1,0.7419104026095956,false_positive,False
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,25.05,25.05,0-6,0,1,1,1,0.8229492053715582,correct,False
Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,44.06666666666666,123.44999999999999,0-6,2,1,1,1,0.8904677462892054,correct,False
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,98.825,1542.4,13-24,2,1,1,1,0.8811411452833471,correct,False
Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,71.1546875,2380.8,25-48,1,1,1,1,0.6434509754003929,correct,False
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,23.905,1245.0,49-72,0,0,0,0,0.03304645398741212,correct,False
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,48.75,48.75,0-6,1,0,0,1,0.5909238511121324,false_positive,True
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,82.925,503.40000000000003,0-6,2,1,1,1,0.8810302627355246,correct,False
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,50.75,50.75,0-6,1,1,1,1,0.7466860121238663,correct,False
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,19.268965517241377,585.8,25-48,0,0,0,0,0.02564710133914418,correct,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,19.3,19.3,0-6,0,0,1,1,0.5101698673931573,correct,True
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,100.3051724137931,5527.4,49-72,3,1,0,1,0.6237574389068448,false_positive,False
Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,78.49142857142857,2661.75,25-48,4,1,0,0,0.43784363727948045,correct,True
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,20.375581395348835,840.65,25-48,0,0,0,0,0.02289131858854863,correct,False
Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,49.4890243902439,2052.0499999999997,25-48,1,0,0,0,0.08951027888462215,correct,False
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,18.9468085106383,907.1,25-48,0,0,0,0,0.016950187418009494,correct,False
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,100.62424242424242,3300.0,25-48,3,1,0,1,0.7894248213637479,false_positive,False
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,21.357462686567164,1373.5,49-72,0,0,0,0,0.016086789997793276,correct,False
